"322","24580 Crenshaw Blvd, Torrance, CA, 90505","Match","Exact","24580 CRENSHAW BLVD, TORRANCE, CA, 90505","-118.327878760538,33.802342424929","241250432","L"
"202","12535 Seal Beach Blvd, Seal Beach, CA, 90740","No_Match"
"323","7881 Edinger Ave, Huntington Beach, CA, 92647","Match","Exact","7881 EDINGER AVE, HUNTINGTON BEACH, CA, 92647","-117.991338047973,33.730333461476","609059194","L"
"203","7125 Yorktown Ave, Huntington Beach, CA, 92648","Match","Non_Exact","7125 W YORKTOWN AVE, HUNTINGTON BEACH, CA, 92648","-118.004323846807,33.679349381329","647333285","R"
"324","3635 Pacific Coast Hwy, Torrance, CA, 90505","Match","Exact","3635 PACIFIC COAST HWY, TORRANCE, CA, 90505","-118.348948786642,33.804259646241","142756990","R"
"204","7751 Westminster Blvd, Westminster, CA, 92683","Match","Exact","7751 WESTMINSTER BLVD, WESTMINSTER, CA, 92683","-117.993912472799,33.75946145339","632429103","R"
"325","5901 E 7th St, Long Beach, CA, 90822","Match","Non_Exact","5901 E 7TH ST, LONG BEACH, CA, 90804","-118.118870723571,33.775378294075","141755315","L"
"205","12976 Main St, Garden Grove, CA, 92840","Match","Exact","12976 MAIN ST, GARDEN GROVE, CA, 92840","-117.940878675079,33.774573019046","630943006","L"
"326","2845 Temple Ave, Signal Hill, CA, 90755","Match","Exact","2845 TEMPLE AVE, SIGNAL HILL, CA, 90755","-118.158986750407,33.808718990707","647647020","L"
"206","11051 Beach Blvd, Stanton, CA, 90680","Match","Exact","11051 BEACH BLVD, STANTON, CA, 90680","-117.993291208252,33.80191602291","633526073","L"
"327","4201 McGowen St ste 270, Long Beach, CA, 90808","No_Match"
"207","6881 Warner Ave, Huntington Beach, CA, 92647","Match","Exact","6881 WARNER AVE, HUNTINGTON BEACH, CA, 92647","-118.008503322957,33.715681349937","609060307","L"
"328","300 Falcon St, Wilmington, CA, 90744","Match","Exact","300 FALCON ST, WILMINGTON, CA, 90744","-118.266413253599,33.75750653876","141691754","L"
"208","19006 Brookhurst St, Huntington Beach, CA, 92646","Match","Exact","19006 BROOKHURST ST, HUNTINGTON BEACH, CA, 92646","-117.953919032603,33.686733248688","657875920","L"
"329","800 Seal Beach Blvd Bldg 12, Seal Beach, CA, 90740","No_Match"
"209","1 Centerpointe Dr, La Palma, CA, 90623","Match","Exact","1 CENTERPOINTE DR, LA PALMA, CA, 90623","-118.031030866766,33.859789449154","144094446","R"
"330","11210 Lexington Dr Bldg 242, Los Alamitos, CA, 90720","Match","Exact","11210 LEXINGTON DR, LOS ALAMITOS, CA, 90720","-118.054404044687,33.799748530341","143999449","L"
"210","9121 Bolsa Ave, Westminster, CA, 92683","Match","Exact","9121 BOLSA AVE, WESTMINSTER, CA, 92683","-117.969901313298,33.744985458643","632157999","R"
"331","3400 Torrance Blvd Ste 100, Torrance, CA, 90503","Match","Exact","3400 TORRANCE BLVD, TORRANCE, CA, 90503","-118.345041887975,33.837478451484","641497726","L"
"211","7755 Center Ave, Ste 1250, Huntington Beach, CA, 92647","Match","Exact","7755 CENTER AVE, HUNTINGTON BEACH, CA, 92647","-117.995748087211,33.733696483451","647295553","L"
"332","3748 Bayer Avenue, Long Beach, CA, 90808","No_Match"
"212","9113 Bolsa Ave, Westminster, CA, 92683","Match","Exact","9113 BOLSA AVE, WESTMINSTER, CA, 92683","-117.970043324302,33.744985458651","632157999","R"
"333","1451 S Seaside Ave, San Pedro, CA, 90731","Match","Exact","1451 S SEASIDE AVE, SAN PEDRO, CA, 90731","-118.268790691778,33.729088284241","241244769","R"
"213","5471 Orangethorpe Ave, La Palma, CA, 90623","Match","Exact","5471 ORANGETHORPE AVE, LA PALMA, CA, 90623","-118.037831261065,33.858805631012","630363800","L"
"334","8237 3rd St, Downey, CA, 90241","Match","Exact","8237 3RD ST, DOWNEY, CA, 90241","-118.132560315083,33.942306042189","141697571","L"
"214","16041 Goldenwest St, Huntington Beach, CA, 92647","Match","Exact","16041 GOLDENWEST ST, HUNTINGTON BEACH, CA, 92647","-118.006850363814,33.72946362985","144016987","R"
"335","10829 New St, Downey, CA, 90241","Match","Exact","10829 NEW ST, DOWNEY, CA, 90241","-118.131370456977,33.943851365369","141697778","R"
"215","17011 Beach Blvd, Ste 900 Ofc 3, Huntington Beach, CA, 92647","Match","Exact","17011 BEACH BLVD, HUNTINGTON BEACH, CA, 92647","-117.989275273885,33.715376936519","609060067","R"
"336","1511 Cravens Ave, Torrance, CA, 90501","Match","Exact","1511 CRAVENS AVE, TORRANCE, CA, 90501","-118.316951132025,33.833701624791","142758915","R"
"216","19950 Beach Blvd, Huntington Beach, CA, 92648","Match","Exact","19950 BEACH BLVD, HUNTINGTON BEACH, CA, 92648","-117.988399540837,33.672962616274","609063242","L"
"337","2355 Crenshaw Blvd Ste 100, Torrance, CA, 90501","Match","Exact","2355 CRENSHAW BLVD, TORRANCE, CA, 90501","-118.328560059059,33.82394245394","142844825","R"
"217","9820 Garden Grove Blvd, Garden Grove, CA, 92844","Match","Exact","9820 GARDEN GROVE BLVD, GARDEN GROVE, CA, 92844","-117.960989775263,33.773949495801","144035004","R"
"338","6885 Warner Ave, Huntington Beach, CA, 92647","Match","Exact","6885 WARNER AVE, HUNTINGTON BEACH, CA, 92647","-118.008440698615,33.715681951755","609060307","L"
"218","5245 Beach Blvd, Buena Park, CA, 90621","Match","Exact","5245 BEACH BLVD, BUENA PARK, CA, 90621","-117.995788626202,33.884306584955","612190000","L"
"339","20305 Anza Ave, Torrance, CA, 90503","Match","Exact","20305 ANZA AVE, TORRANCE, CA, 90503","-118.362398297315,33.84845205918","142845927","R"
"219","5731 Beach Blvd, Buena Park, CA, 90621","Match","Exact","5731 BEACH BLVD, BUENA PARK, CA, 90621","-117.998388452344,33.876909392023","609077163","L"
"340","4637 Candlewood St, Lakewood, CA, 90712","Match","Exact","4637 CANDLEWOOD ST, LAKEWOOD, CA, 90712","-118.138500387396,33.853874126224","141699708","L"
"220","6940 Beach Blvd, Unit D124, Buena Park, CA, 90621","Match","Exact","6940 BEACH BLVD, BUENA PARK, CA, 90621","-117.99796037204,33.859815126619","609052673","L"
"341","2305B W 190th St, Torrance, CA, 90504","Match","Non_Exact","2305B W 190TH ST, TORRANCE, CA, 90504","-118.318823941074,33.858415616792","142756205","R"
"100","506 W Torrance Blvd, Carson, CA, 90745","Match","Exact","506 W TORRANCE BLVD, CARSON, CA, 90745","-118.284479109962,33.84202764115","142852712","L"
"221","9580 Garden Grove Blvd, Ste 100, Garden Grove, CA, 92844","Match","Exact","9580 GARDEN GROVE BLVD, GARDEN GROVE, CA, 92844","-117.965935905731,33.773922596782","144034944","R"
"342","2750 Pacific Coast Hwy, Torrance, CA, 90505","Match","Exact","2750 PACIFIC COAST HWY, TORRANCE, CA, 90505","-118.334482834592,33.792977561282","241243266","L"
"101","4601 E 2nd St, Long Beach, CA, 90803","Match","Exact","4601 E 2ND ST, LONG BEACH, CA, 90803","-118.139236201462,33.762205008899","141702575","L"
"222","5307 Beach Blvd, Buena Park, CA, 90621","Match","Exact","5307 BEACH BLVD, BUENA PARK, CA, 90621","-117.996758822184,33.883068939163","612190000","L"
"343","19191 S Vermont Ave Ste 680, Torrance, CA, 90502","No_Match"
"102","1902 W Rosecrans Ave, Compton, CA, 90220","Match","Exact","1902 W ROSECRANS AVE, COMPTON, CA, 90220","-118.252655382445,33.902733930069","647509070","R"
"223","4875 La Palma Ave, La Palma, CA, 90623","Match","Exact","4875 LA PALMA AVE, LA PALMA, CA, 90623","-118.04767472391,33.846343451585","642191220","L"
"344","19191 S Vermont Ave Ste 680, Torrance, CA, 90502","No_Match"
"103","2598 Cherry Ave, Signal Hill, CA, 90755","Match","Exact","2598 CHERRY AVE, SIGNAL HILL, CA, 90755","-118.167520393203,33.804261871556","142775768","R"
"224","5300 Beach Blvd, Ste 101, Buena Park, CA, 90621","Match","Exact","5300 BEACH BLVD, BUENA PARK, CA, 90621","-117.995484858903,33.884151716629","609050759","L"
"345","19701 Hamilton Ave ste 130, Torrance, CA, 90502","Match","Exact","19701 HAMILTON AVE, TORRANCE, CA, 90502","-118.286102813203,33.852186872827","241252089","R"
"104","16230 Paramount Blvd, Ste D, Paramount, CA, 90723","Match","Non_Exact","16230 PARAMOUNT BLVD, PARAMOUNT, CA, 90723","-118.159919096393,33.886774069384","640426093","L"
"225","9032 Bolsa Ave, Westminster, CA, 92683","Match","Exact","9032 BOLSA AVE, WESTMINSTER, CA, 92683","-117.971533711322,33.74473692644","632157997","R"
"346","1919 Torrance Blvd, Torrance, CA, 90501","Match","Exact","1919 TORRANCE BLVD, TORRANCE, CA, 90501","-118.313428186903,33.837121681673","639059382","R"
"105","8345 Firestone Blvd, Downey, CA, 90241","Match","Exact","8345 FIRESTONE BLVD, DOWNEY, CA, 90241","-118.132290478419,33.939734358323","141697575","L"
"226","19011 Magnolia St, Huntington Beach, CA, 92646","Match","Exact","19011 MAGNOLIA ST, HUNTINGTON BEACH, CA, 92646","-117.971594493425,33.686494082281","633852796","L"
"347","3400 Torrance Blvd, Torrance, CA, 90503","Match","Exact","3400 TORRANCE BLVD, TORRANCE, CA, 90503","-118.345041887975,33.837478451484","641497726","L"
"106","11732 Firestone Blvd, Norwalk, CA, 90650","Match","Exact","11732 FIRESTONE BLVD, NORWALK, CA, 90650","-118.083207867744,33.913350002653","241253622","L"
"227","4957 Katella Ave, Ste B, Los Alamitos, CA, 90720","Match","Non_Exact","4957 KATELLA AVE, LOS ALAMITOS, CA, 90720","-118.045131315847,33.803169491908","609054043","L"
"348","11111 Brookshire Ave, Downey, CA, 90241","Match","Exact","11111 BROOKSHIRE AVE, DOWNEY, CA, 90241","-118.128546321051,33.939748129851","636339102","R"
"107","1625 S Alameda St, Compton, CA, 90220","No_Match"
"228","5450 Beach Blvd, Buena Park, CA, 90621","Match","Exact","5450 BEACH BLVD, BUENA PARK, CA, 90621","-117.996732567457,33.882682396515","609048777","L"
"349","3748 Bayer Ave Ste 104, Long Beach, CA, 90808","No_Match"
"108","4711 Candlewood St, Lakewood, CA, 90712","Match","Exact","4711 CANDLEWOOD ST, LAKEWOOD, CA, 90712","-118.137898628016,33.853876455772","141699709","L"
"229","6210 Beach Blvd, Buena Park, CA, 90621","Match","Exact","6210 BEACH BLVD, BUENA PARK, CA, 90621","-117.998072862929,33.870158487729","637381853","L"
"109","339 W Anaheim St, Wilmington, CA, 90744","Match","Exact","339 W ANAHEIM ST, WILMINGTON, CA, 90744","-118.265556628464,33.779858571205","141691283","R"
"350","13304 Alondra Blvd, Cerritos, CA, 90703","No_Match"
"230","8850 Bolsa Ave, Westminster, CA, 92683","Match","Exact","8850 BOLSA AVE, WESTMINSTER, CA, 92683","-117.976539352855,33.744708867644","658008824","L"
"351","17500 Bloomfield Ave Ste C, Cerritos, CA, 90703","Match","Non_Exact","17500 BLOOMFIELD AVE, CERRITOS, CA, 90703","-118.063760241466,33.871841180488","640414918","L"
"110","21323 Hawthorne Blvd, Torrance, CA, 90503","Match","Exact","21323 HAWTHORNE BLVD, TORRANCE, CA, 90503","-118.35337812677,33.835310459713","241199645","L"
"231","9801 Walker St, Cypress, CA, 90630","Match","Exact","9801 WALKER ST, CYPRESS, CA, 90630","-118.036897331425,33.819642862578","143999707","R"
"352","6828 Katella Ave, Cypress, CA, 90630","Match","Exact","6828 KATELLA AVE, CYPRESS, CA, 90630","-118.014068385819,33.8027565339","609053509","R"
"111","4540 Atlantic Ave, Long Beach, CA, 90807","Match","Exact","4540 ATLANTIC AVE, LONG BEACH, CA, 90807","-118.184890774787,33.841674524544","141686057","R"
"232","11460 Knott St, Garden Grove, CA, 92841","Match","Exact","11460 KNOTT ST, GARDEN GROVE, CA, 92841","-118.010992063929,33.796266043601","144263123","L"
"353","9125 Imperial Hwy Ste A, Downey, CA, 90242","Match","Non_Exact","9125 IMPERIAL HWY, DOWNEY, CA, 90242","-118.133525650814,33.917101448483","241245036","L"
"112","111 W Ocean Blvd, Long Beach, CA, 90802","Match","Exact","111 W OCEAN BLVD, LONG BEACH, CA, 90802","-118.193088413578,33.767172721466","657219749","R"
"233","7731 Edinger Ave, Huntington Beach, CA, 92647","Match","Exact","7731 EDINGER AVE, HUNTINGTON BEACH, CA, 92647","-117.994038376943,33.730313089278","631805282","L"
"354","13008 Harbor Blvd, Garden Grove, CA, 92843","Match","Exact","13008 HARBOR BLVD, GARDEN GROVE, CA, 92843","-117.919991683599,33.774186865011","630326550","L"
"113","2096 N Bellflower Blvd, Long Beach, CA, 90815","Match","Exact","2096 N BELLFLOWER BLVD, LONG BEACH, CA, 90815","-118.125246712207,33.794195706008","141742515","R"
"234","13952 Brookhurst St, Garden Grove, CA, 92843","Match","Exact","13952 BROOKHURST ST, GARDEN GROVE, CA, 92843","-117.954864616476,33.760245187321","632427997","L"
"355","7151 Warner Ave, Huntington Beach, CA, 92647","Match","Exact","7151 WARNER AVE, HUNTINGTON BEACH, CA, 92647","-118.003794024107,33.715713349261","633522482","L"
"114","251 E Willow St Ste A, Long Beach, CA, 90806","Match","Non_Exact","251 E WILLOW ST, LONG BEACH, CA, 90806","-118.190074646027,33.804439464186","657270230","L"
"235","12421 Valley View St, Garden Grove, CA, 92845","Match","Exact","12421 VALLEY VIEW ST, GARDEN GROVE, CA, 92845","-118.029746963444,33.781686593748","144003361","R"
"356","4725 E 2nd St Ste D, Long Beach, CA, 90803","Match","Non_Exact","4725 E 2ND ST, LONG BEACH, CA, 90803","-118.138423354533,33.76185168272","141702577","L"
"115","6402 E Spring St, Long Beach, CA, 90815","Match","Exact","6402 E SPRING ST, LONG BEACH, CA, 90815","-118.107773184386,33.810426567863","142796121","R"
"236","20061 Brookhurst St, Huntington Beach, CA, 92646","Match","Exact","20061 BROOKHURST ST, HUNTINGTON BEACH, CA, 92646","-117.954030563812,33.671326976921","633522220","L"
"357","21241 Hawthorne Blvd, Torrance, CA, 90503","Match","Exact","21241 HAWTHORNE BLVD, TORRANCE, CA, 90503","-118.353573530634,33.836445305837","241199645","L"
"116","21303 Hawthorne Blvd, Torrance, CA, 90503","Match","Exact","21303 HAWTHORNE BLVD, TORRANCE, CA, 90503","-118.353425786249,33.835587251451","241199645","L"
"237","9591 Chapman Ave, Garden Grove, CA, 92841","Match","Non_Exact","9591 W CHAPMAN AVE, GARDEN GROVE, CA, 92841","-117.965807969803,33.788698453501","657952281","L"
"358","4001 N Lakewood Blvd Ste 120, Long Beach, CA, 90808","Match","Non_Exact","4001 N LAKEWOOD BLVD, LONG BEACH, CA, 90846","-118.14246724475,33.824329103517","142660218","L"
"117","17709 Pioneer Blvd, Artesia, CA, 90701","Match","Exact","17709 PIONEER BLVD, ARTESIA, CA, 90701","-118.082316284921,33.870187039638","141743868","R"
"238","18691 Main St, Huntington Beach, CA, 92648","Match","Exact","18691 MAIN ST, HUNTINGTON BEACH, CA, 92648","-117.991308869055,33.692366720186","144018744","R"
"359","1000 N Avalon Blvd, Wilmington, CA, 90744","Match","Exact","1000 N AVALON BLVD, WILMINGTON, CA, 90744","-118.262592127269,33.78295114997","141691290","R"
"118","3750 Kilroy Airport Way, Ste 130, Long Beach, CA, 90806","No_Match"
"239","5812 Edinger Ave, Huntington Beach, CA, 92649","Match","Exact","5812 EDINGER AVE, HUNTINGTON BEACH, CA, 92649","-118.027304872351,33.729869802168","144014198","R"
"119","3770 Sepulveda Blvd, Torrance, CA, 90505","Match","Exact","3770 SEPULVEDA BLVD, TORRANCE, CA, 90505","-118.349738325346,33.825362292218","241114805","L"
"10","2801 Atlantic Ave, Long Beach, CA, 90806","Match","Exact","2801 ATLANTIC AVE, LONG BEACH, CA, 90806","-118.185078940615,33.807778331211","141686763","L"
"11","22400 Hawthorne Blvd, Torrance, CA, 90505","Match","Exact","22400 HAWTHORNE BLVD, TORRANCE, CA, 90505","-118.351018036236,33.824642795141","142756405","L"
"12","9001 Firestone Blvd, Downey, CA, 90241","Match","Exact","9001 FIRESTONE BLVD, DOWNEY, CA, 90241","-118.123776761489,33.935620661899","241246441","L"
"13","3140 E Anaheim St, Long Beach, CA, 90804","Match","Exact","3140 E ANAHEIM ST, LONG BEACH, CA, 90804","-118.155199208247,33.782535873296","141701554","R"
"14","4909 Lakewood Blvd, Lakewood, CA, 90712","Match","Non_Exact","4909 N LAKEWOOD BLVD, LAKEWOOD, CA, 90712","-118.142648850307,33.847301714629","638939872","R"
"15","4545 California Ave, Long Beach, CA, 90807","Match","Exact","4545 CALIFORNIA AVE, LONG BEACH, CA, 90807","-118.182207658924,33.840721572379","141686261","L"
"16","4827 E 2nd St, Long Beach, CA, 90803","Match","Exact","4827 E 2ND ST, LONG BEACH, CA, 90803","-118.137727591608,33.761558320505","141702634","L"
"17","2302 N Bellflower Blvd, Long Beach, CA, 90815","Match","Exact","2302 N BELLFLOWER BLVD, LONG BEACH, CA, 90815","-118.125233904718,33.799117757213","141742477","R"
"18","10230 Paramount Blvd, Downey, CA, 90241","Match","Exact","10230 PARAMOUNT BLVD, DOWNEY, CA, 90241","-118.130198465935,33.953222568263","241244882","L"
"19","1701 N Long Beach Blvd, Compton, CA, 90221","Match","Exact","1701 N LONG BEACH BLVD, COMPTON, CA, 90221","-118.208777942249,33.907090781561","141678479","L"
"360","4018 Hardwick ST, Lakewood, CA, 90712","Match","Exact","4018 HARDWICK ST, LAKEWOOD, CA, 90712","-118.144702042614,33.85041386514","241245154","R"
"240","11262 Los Alamitos Blvd, Los Alamitos, CA, 90720","Match","Exact","11262 LOS ALAMITOS BLVD, LOS ALAMITOS, CA, 90720","-118.071710913802,33.799104978648","633522897","R"
"361","1134 N Avalon Blvd, Wilmington, CA, 90744","Match","Exact","1134 N AVALON BLVD, WILMINGTON, CA, 90744","-118.262790492668,33.785442971249","141691262","R"
"120","6290 E Pacific Coast Hwy, Long Beach, CA, 90803","Match","Exact","6290 E PACIFIC COAST HWY, LONG BEACH, CA, 90803","-118.114437546832,33.761656383251","142673177","R"
"241","13242 Harbor Blvd, Garden Grove, CA, 92843","Match","Exact","13242 HARBOR BLVD, GARDEN GROVE, CA, 92843","-117.920140286893,33.770600288517","630326550","L"
"362","860 N Western Ave, San Pedro, CA, 90732","Match","Exact","860 N WESTERN AVE, SAN PEDRO, CA, 90732","-118.308966073611,33.750804803174","241109373","L"
"121","11811 South St, Cerritos, CA, 90703","Match","Exact","11811 SOUTH ST, CERRITOS, CA, 90703","-118.081748960157,33.858514126291","657130469","L"
"242","6791 Westminster Blvd, Westminster, CA, 92683","Match","Exact","6791 WESTMINSTER BLVD, WESTMINSTER, CA, 92683","-118.007625079773,33.75927810235","632429555","R"
"363","3447 Atlantic Ave, Long Beach, CA, 90807","Match","Exact","3447 ATLANTIC AVE, LONG BEACH, CA, 90807","-118.185082305861,33.81946085811","141686234","L"
"122","17808 Pioneer Blvd, Ste 108, Artesia, CA, 90701","Match","Exact","17808 PIONEER BLVD, ARTESIA, CA, 90701","-118.082162554463,33.869266236746","141743867","L"
"243","16811 Algonquin St, Huntington Beach, CA, 92649","Match","Exact","16811 ALGONQUIN ST, HUNTINGTON BEACH, CA, 92649","-118.050164134137,33.717935677829","655818882","R"
"364","24325 Crenshaw Blvd, Torrance, CA, 90505","Match","Exact","24325 CRENSHAW BLVD, TORRANCE, CA, 90505","-118.328006235013,33.804557456489","638700154","R"
"123","2742 Sepulveda Blvd, Torrance, CA, 90505","Match","Exact","2742 SEPULVEDA BLVD, TORRANCE, CA, 90505","-118.333105113894,33.822796137405","142845262","L"
"244","5531 La Palma Ave, La Palma, CA, 90623","Match","Exact","5531 LA PALMA AVE, LA PALMA, CA, 90623","-118.036649577661,33.846436025819","630379492","L"
"365","5531 E Stearns St, Long Beach, CA, 90815","Match","Non_Exact","5531 STEARNS ST, LONG BEACH, CA, 90815","-118.124293052323,33.79607563178","141742527","L"
"124","249 E Ocean Blvd, Long Beach, CA, 90802","Match","Exact","249 E OCEAN BLVD, LONG BEACH, CA, 90802","-118.189705285266,33.766999632493","141694145","R"
"245","7621 Edinger Ave, Huntington Beach, CA, 92647","Match","Exact","7621 EDINGER AVE, HUNTINGTON BEACH, CA, 92647","-117.996035755707,33.730290422413","633520106","R"
"366","633 E UNIVERSITY DR STE A, CARSON, CA, 90746","Match","Non_Exact","633 E UNIVERSITY DR, CARSON, CA, 90746","-118.264933424291,33.858322462363","241258232","R"
"125","11304 1/2 South St, Cerritos, CA, 90703","Match","Non_Exact","11304 1/2 SOUTH ST, CERRITOS, CA, 90703","-118.093205356486,33.858351861383","641641716","R"
"246","9929 Chapman Ave, Garden Grove, CA, 92841","Match","Non_Exact","9929 W CHAPMAN AVE, GARDEN GROVE, CA, 92841","-117.959995020225,33.788739965438","657952281","L"
"367","9300 IMPERIAL HWY, DOWNEY, CA, 90242","Match","Exact","9300 IMPERIAL HWY, DOWNEY, CA, 90242","-118.129693089229,33.916990456936","642193272","R"
"126","23740 Hawthorne Blvd, Ste 103, Torrance, CA, 90505","Match","Exact","23740 HAWTHORNE BLVD, TORRANCE, CA, 90505","-118.350944857309,33.809660370456","141792412","L"
