"241","3790 Tyler St, Riverside, CA, 92503","Match","Exact","3790 TYLER ST, RIVERSIDE, CA, 92503","-117.46130474795,33.911731327549","194836149","L"
"0","13641 Central Ave, Ste I, Chino, CA, 91710","Match","Non_Exact","13641 CENTRAL AVE, CHINO, CA, 91710","-117.689110131625,34.006158434008","144673309","L"
"121","3727 Arlington Ave, Riverside, CA, 92506","Match","Exact","3727 ARLINGTON AVE, RIVERSIDE, CA, 92506","-117.397879168357,33.946300153211","194741592","R"
"1","12545 Central Ave, Chino, CA, 91710","Match","Exact","12545 CENTRAL AVE, CHINO, CA, 91710","-117.689326275731,34.025597967564","144673007","L"
"122","5030 Arlington Ave, Riverside, CA, 92504","Match","Exact","5030 ARLINGTON AVE, RIVERSIDE, CA, 92504","-117.412721843483,33.946047813489","194739621","L"
"243","6102 Orbis Way Ste 550, Eastvale, CA, 92880","No_Match"
"2","8311 Haven Ave, Ste 100, Rancho Cucamonga, CA, 91730","Match","Exact","8311 HAVEN AVE, RANCHO CUCAMONGA, CA, 91730","-117.575756374013,34.102801098459","144636255","L"
"123","6570 Magnolia Ave, Riverside, CA, 92506","Match","Exact","6570 MAGNOLIA AVE, RIVERSIDE, CA, 92506","-117.396200993537,33.953784104226","608993125","L"
"244","250 W 1st St Ste 150, Claremont, CA, 91711","Match","Exact","250 W 1ST ST, CLAREMONT, CA, 91711","-117.716972936503,34.094457662365","241230125","R"
"3","5370 Jefferson Ave, Chino, CA, 91710","Match","Exact","5370 JEFFERSON AVE, CHINO, CA, 91710","-117.688483124476,34.024766801913","144673011","L"
"124","5225 Canyon Crest Drive, Suite 30, Riverside, CA, 92507","Match","Exact","5225 CANYON CREST DR, RIVERSIDE, CA, 92507","-117.329392533696,33.956600971659","195085599","R"
"245","9471 Pittsburgh Ave, Rancho Cucamonga, CA, 91730","Match","Non_Exact","9471 PITTSBURG AVE, RANCHO CUCAMONGA, CA, 91730","-117.555935039399,34.081349165371","144692177","R"
"4","3633 Inland Empire Blvd, Ste 100, Ontario, CA, 91764","Match","Exact","3633 INLAND EMPIRE BLVD, ONTARIO, CA, 91764","-117.571142155876,34.069522542504","145226031","L"
"125","4001 Main St, Riverside, CA, 92501","Match","Exact","4001 MAIN ST, RIVERSIDE, CA, 92501","-117.376247348332,33.979400840328","194742083","R"
"5","2195 S Grove Ave, Ontario, CA, 91761","Match","Exact","2195 S GROVE AVE, ONTARIO, CA, 91761","-117.628398845448,34.034144046704","614814829","L"
"126","19348 Van Buren Blvd, Ste 119, Riverside, CA, 92508","No_Match"
"6","9759 Base Line Rd, Rancho Cucamonga, CA, 91730","Match","Non_Exact","9759 BASELINE RD, RANCHO CUCAMONGA, CA, 91730","-117.592585254536,34.121475803702","649310765","R"
"127","3312 La Sierra Ave, Ste 105, Riverside, CA, 92503","Match","Exact","3312 LA SIERRA AVE, RIVERSIDE, CA, 92503","-117.470063554621,33.895838310398","618342233","L"
"7","701 N Haven Ave, Ontario, CA, 91764","Match","Exact","701 N HAVEN AVE, ONTARIO, CA, 91764","-117.575882423826,34.069897285704","640050490","R"
"8","12808 Central Ave, Chino, CA, 91710","Match","Exact","12808 CENTRAL AVE, CHINO, CA, 91710","-117.689401568722,34.020666079623","144673260","R"
"129","3403 10th St, Ste 100, Riverside, CA, 92501","Match","Exact","3403 10TH ST, RIVERSIDE, CA, 92501","-117.372345713645,33.978476263789","194742112","R"
"9","301 E Vanderbilt Way, San Bernardino, CA, 92408","Match","Non_Exact","301 E VANDERBILT LN, SAN BERNARDINO, CA, 92408","-117.278707308433,34.068663791963","144659507","L"
"20","11930 Foothill Blvd, Rancho Cucamonga, CA, 91739","Match","Exact","11930 FOOTHILL BLVD, RANCHO CUCAMONGA, CA, 91739","-117.544236959376,34.106520916948","636195204","R"
"21","368 E Vanderbilt Way, San Bernardino, CA, 92408","Match","Non_Exact","368 E VANDERBILT LN, SAN BERNARDINO, CA, 92408","-117.27732038767,34.068781001024","144659507","R"
"22","3237 E Guasti Rd, Ste 110, Ontario, CA, 91761","Match","Exact","3237 E GUASTI RD, ONTARIO, CA, 91761","-117.580799243791,34.064995057039","144965508","L"
"23","9775 Base Line Rd, Unit 109, Rancho Cucamonga, CA, 91730","Match","Non_Exact","9775 BASELINE RD, RANCHO CUCAMONGA, CA, 91730","-117.592356440075,34.121475803689","649310765","R"
"24","306 W 2nd St, Ste 100, San Bernardino, CA, 92401","Match","Exact","306 W 2ND ST, SAN BERNARDINO, CA, 92401","-117.289852552679,34.102780380092","144655472","R"
"25","9714 Sierra Ave, Ste 101, Fontana, CA, 92335","Match","Exact","9714 SIERRA AVE, FONTANA, CA, 92335","-117.435754214971,34.077289790881","144645390","R"
"26","3257 E Guasti Rd, Ste 320, Ontario, CA, 91761","Match","Exact","3257 E GUASTI RD, ONTARIO, CA, 91761","-117.579863796079,34.064668410584","144965508","L"
"27","12747 Central Ave, Chino, CA, 91710","Match","Exact","12747 CENTRAL AVE, CHINO, CA, 91710","-117.689277631897,34.022053362533","638618435","L"
"28","9719 Foothill Blvd, Rancho Cucamonga, CA, 91730","Match","Exact","9719 FOOTHILL BLVD, RANCHO CUCAMONGA, CA, 91730","-117.593019845323,34.10656280541","144635815","R"
"29","22377 Barton Rd, Grand Terrace, CA, 92313","Match","Exact","22377 BARTON RD, GRAND TERRACE, CA, 92313","-117.316678423111,34.033846605667","144658647","R"
"130","3844 La Sierra Ave, Ste A, Riverside, CA, 92505","Match","Non_Exact","3844 LA SIERRA AVE, RIVERSIDE, CA, 92505","-117.477029650144,33.904371880011","194737546","L"
"131","1680 University Ave, Riverside, CA, 92507","Match","Exact","1680 UNIVERSITY AVE, RIVERSIDE, CA, 92507","-117.348039578239,33.975630806491","194746013","L"
"132","6370 Magnolia Ave, Riverside, CA, 92506","Match","Exact","6370 MAGNOLIA AVE, RIVERSIDE, CA, 92506","-117.394841661052,33.955961826858","194741608","L"
"133","351 E Alessandro Blvd, Riverside, CA, 92508","Match","Exact","351 E ALESSANDRO BLVD, RIVERSIDE, CA, 92508","-117.322986084537,33.916364720455","647437771","R"
"134","12511 Limonite Ave, Mira Loma, CA, 91752","Match","Exact","12511 LIMONITE AVE, MIRA LOMA, CA, 91752","-117.555866666974,33.975343975843","646293926","R"
"135","10297 Magnolia Ave, Riverside, CA, 92503","Match","Exact","10297 MAGNOLIA AVE, RIVERSIDE, CA, 92503","-117.461324452846,33.912023329135","194737644","R"
"136","14284 Schleisman Rd, Eastvale, CA, 92880","Match","Exact","14284 SCHLEISMAN RD, EASTVALE, CA, 92880","-117.594298367532,33.960742306154","629796990","L"
"137","3750 University Ave, Riverside, CA, 92501","Match","Exact","3750 UNIVERSITY AVE, RIVERSIDE, CA, 92501","-117.375139598342,33.982186446206","194742071","L"
"138","3765 Tyler St, Riverside, CA, 92503","Match","Exact","3765 TYLER ST, RIVERSIDE, CA, 92503","-117.460873977177,33.911406562057","194836149","R"
"139","8330 Limonite Ave, Riverside, CA, 92509","Match","Exact","8330 LIMONITE AVE, RIVERSIDE, CA, 92509","-117.465883102047,33.975945513793","194736065","L"
"30","409 E Foothill Blvd, Rialto, CA, 92376","Match","Exact","409 E FOOTHILL BLVD, RIALTO, CA, 92376","-117.363643711495,34.106724792416","144644952","R"
"31","10048 Sierra Ave, Fontana, CA, 92335","Match","Exact","10048 SIERRA AVE, FONTANA, CA, 92335","-117.435752349939,34.07096057033","614818867","R"
"32","8023 Citrus Ave, Fontana, CA, 92336","Match","Exact","8023 CITRUS AVE, FONTANA, CA, 92336","-117.453547735564,34.108470473345","652038732","L"
"33","735 N Euclid Ave, Ontario, CA, 91762","Match","Exact","735 N EUCLID AVE, ONTARIO, CA, 91762","-117.651313104585,34.071298323409","636199240","L"
"34","15092 Summit Ave, Fontana, CA, 92336","Match","Exact","15092 SUMMIT AVE, FONTANA, CA, 92336","-117.475000376393,34.148395571139","145229440","R"
"35","303 N D St, San Bernardino, CA, 92401","Match","Exact","303 N D ST, SAN BERNARDINO, CA, 92401","-117.291833773939,34.104666668202","144655449","R"
"36","130 W 40th St, San Bernardino, CA, 92407","Match","Exact","130 W 40TH ST, SAN BERNARDINO, CA, 92407","-117.285894915599,34.164979372775","144972208","R"
"37","2011 E Highland Ave, San Bernardino, CA, 92404","Match","Exact","2011 E HIGHLAND AVE, SAN BERNARDINO, CA, 92404","-117.242040030996,34.135803782221","144995216","R"
"38","7387 Day Creek Blvd, Rancho Cucamonga, CA, 91739","Match","Exact","7387 DAY CREEK BLVD, RANCHO CUCAMONGA, CA, 91739","-117.536818781148,34.120170682618","614817362","L"
"39","1916 N Campus Ave, Upland, CA, 91784","Match","Exact","1916 N CAMPUS AVE, UPLAND, CA, 91784","-117.64270129381,34.131571454947","144674430","R"
"140","6189 Magnolia Ave, Riverside, CA, 92506","Match","Exact","6189 MAGNOLIA AVE, RIVERSIDE, CA, 92506","-117.393558869218,33.958242024071","635981892","R"
"141","483 E Alessandro Blvd, Riverside, CA, 92508","Match","Exact","483 E ALESSANDRO BLVD, RIVERSIDE, CA, 92508","-117.322142835614,33.91637638411","647437771","R"
"142","4800 Magnolia Ave, Riverside, CA, 92506","Match","Exact","4800 MAGNOLIA AVE, RIVERSIDE, CA, 92506","-117.384393708045,33.971937270992","194836276","L"
"143","3390 University Ave, Suite 400, Riverside, CA, 92501","Match","Exact","3390 UNIVERSITY AVE, RIVERSIDE, CA, 92501","-117.370916935388,33.980212115988","194742119","L"
"144","6245 Riverside Ave, Riverside, CA, 92506","Match","Exact","6245 RIVERSIDE AVE, RIVERSIDE, CA, 92506","-117.387978632456,33.955338092049","618343491","R"
"145","7800 Limonite Ave, Riverside, CA, 92509","Match","Exact","7800 LIMONITE AVE, RIVERSIDE, CA, 92509","-117.454177385278,33.97839105338","640664568","L"
"146","6060 Hamner Ave, Eastvale, CA, 91752","No_Match"
"147","8705 Trautwein Rd, Riverside, CA, 92508","Match","Exact","8705 TRAUTWEIN RD, RIVERSIDE, CA, 92508","-117.324895054543,33.891495462954","618342616","R"
"148","1299 University Ave, Ste 105, Riverside, CA, 92507","Match","Exact","1299 UNIVERSITY AVE, RIVERSIDE, CA, 92507","-117.33982188121,33.975754397414","638575019","R"
"149","10355 Magnolia Ave, Riverside, CA, 92505","Match","Exact","10355 MAGNOLIA AVE, RIVERSIDE, CA, 92505","-117.462416676067,33.911394992785","619788901","R"
"40","11570 4th St, Rancho Cucamonga, CA, 91730","Match","Exact","11570 4TH ST, RANCHO CUCAMONGA, CA, 91730","-117.552305908116,34.077319397811","144969648","L"
"41","1211 W Foothill Blvd, Upland, CA, 91786","Match","Exact","1211 W FOOTHILL BLVD, UPLAND, CA, 91786","-117.670552083945,34.107091401137","636518492","R"
"42","11159 Sierra Ave, Fontana, CA, 92337","Match","Exact","11159 SIERRA AVE, FONTANA, CA, 92337","-117.435450603018,34.050985571876","653170990","L"
"43","240 N Euclid Ave, Ontario, CA, 91762","Match","Exact","240 N EUCLID AVE, ONTARIO, CA, 91762","-117.650786875175,34.065096839299","144675759","R"
"44","5120 Moreno St, Montclair, CA, 91763","Match","Exact","5120 MORENO ST, MONTCLAIR, CA, 91763","-117.693416968284,34.088695404502","144982233","L"
"45","2500 S Grove Ave, Ontario, CA, 91761","Match","Exact","2500 S GROVE AVE, ONTARIO, CA, 91761","-117.628491214972,34.02825127412","144677091","R"
"46","14307 Baseline Ave, Fontana, CA, 92336","Match","Non_Exact","14307 BASELINE RD, FONTANA, CA, 92336","-117.492719522331,34.121394798054","657796994","R"
"47","10540 Foothill Blvd, Rancho Cucamonga, CA, 91730","Match","Exact","10540 FOOTHILL BLVD, RANCHO CUCAMONGA, CA, 91730","-117.574943259938,34.10661706053","636195512","R"
"48","12273 Highland Ave, Rancho Cucamonga, CA, 91739","Match","Exact","12273 HIGHLAND AVE, RANCHO CUCAMONGA, CA, 91739","-117.537956187531,34.135063804669","145229271","R"
"49","12455 Central Ave, Chino, CA, 91710","Match","Exact","12455 CENTRAL AVE, CHINO, CA, 91710","-117.689316167006,34.02715433198","144673005","L"
"150","7042 Archibald Ave, Eastvale, CA, 92880","Match","Exact","7042 ARCHIBALD AVE, EASTVALE, CA, 92880","-117.592971767729,33.960018317382","641622072","L"
"151","5225 Canyon Crest Dr, Ste 85, Riverside, CA, 92507","Match","Exact","5225 CANYON CREST DR, RIVERSIDE, CA, 92507","-117.329392533696,33.956600971659","195085599","R"
"152","3600 Tyler St, Riverside, CA, 92503","Match","Exact","3600 TYLER ST, RIVERSIDE, CA, 92503","-117.459139430695,33.909063847241","194836149","L"
"153","5395 Canyon Crest Dr, Riverside, CA, 92507","Match","Exact","5395 CANYON CREST DR, RIVERSIDE, CA, 92507","-117.329049975767,33.955049540068","195085599","R"
"154","5242 Arlington Ave, Riverside, CA, 92504","Match","Exact","5242 ARLINGTON AVE, RIVERSIDE, CA, 92504","-117.417248859459,33.946011813746","194739489","L"
"155","3520 Riverside Plaza Dr, Riverside, CA, 92506","Match","Non_Exact","3520 RIVERSIDE PLAZA RD, RIVERSIDE, CA, 92506","-117.38943680872,33.954215958168","633957508","R"
"156","5800 Van Buren Blvd, Ste 104, Riverside, CA, 92503","Match","Exact","5800 VAN BUREN BLVD, RIVERSIDE, CA, 92503","-117.45399962409,33.941282163672","194737281","L"
"157","19059 Van Buren Blvd, Riverside, CA, 92508","No_Match"
"158","3350 La Sierra Ave, Riverside, CA, 92503","Match","Exact","3350 LA SIERRA AVE, RIVERSIDE, CA, 92503","-117.470544335122,33.896416219872","618342233","L"
"159","9811 Magnolia Ave, Ste B, Riverside, CA, 92503","Match","Non_Exact","9811 MAGNOLIA AVE, RIVERSIDE, CA, 92503","-117.452507070682,33.917044282793","194740161","R"
"50","4141 Inland Empire Blvd Fl 3, Ontario, CA, 91764","Match","Exact","4141 INLAND EMPIRE BLVD, ONTARIO, CA, 91764","-117.560756407657,34.071267425956","144983167","L"
"51","1919 N Campus Ave, Upland, CA, 91784","Match","Exact","1919 N CAMPUS AVE, UPLAND, CA, 91784","-117.643098181917,34.132311942338","144674430","L"
"52","15282 Summit Ave, Fontana, CA, 92336","Match","Exact","15282 SUMMIT AVE, FONTANA, CA, 92336","-117.470105281131,34.150471384876","145229402","L"
"53","11205 Sierra Ave, Fontana, CA, 92337","Match","Exact","11205 SIERRA AVE, FONTANA, CA, 92337","-117.435453389745,34.050135621011","653170990","L"
"54","8071 Day Creek Blvd, Rancho Cucamonga, CA, 91739","Match","Exact","8071 DAY CREEK BLVD, RANCHO CUCAMONGA, CA, 91739","-117.537070695605,34.106999167791","636195114","L"
"55","151 W Base Line Rd, Rialto, CA, 92376","Match","Exact","151 W BASE LINE RD, RIALTO, CA, 92376","-117.371563342054,34.121313791204","144967760","L"
"56","16175 Sierra Lakes Pkwy, Fontana, CA, 92336","Match","Exact","16175 SIERRA LAKES PKWY, FONTANA, CA, 92336","-117.451972295498,34.138949166068","145229667","L"
"57","4240 E 4th St, Ontario, CA, 91764","Match","Exact","4240 E 4TH ST, ONTARIO, CA, 91764","-117.560291977936,34.077234666731","614811196","R"
"58","334 W 3rd St, San Bernardino, CA, 92401","Match","Exact","334 W 3RD ST, SAN BERNARDINO, CA, 92401","-117.290472398057,34.104634379916","144655470","R"
"59","190 W Foothill Blvd, Rialto, CA, 92376","Match","Exact","190 W FOOTHILL BLVD, RIALTO, CA, 92376","-117.372409056973,34.106839384296","144644651","R"
"160","9103 Mission Blvd, Riverside, CA, 92509","Match","Exact","9103 MISSION BLVD, RIVERSIDE, CA, 92509","-117.481899550821,34.011853401269","194732909","R"
"161","3625 Vine St, Riverside, CA, 92507","Match","Exact","3625 VINE ST, RIVERSIDE, CA, 92507","-117.366138876038,33.983187479152","195085564","R"
"162","3605 Central Ave, Riverside, CA, 92506","Match","Exact","3605 CENTRAL AVE, RIVERSIDE, CA, 92506","-117.390900240395,33.953637665826","194741623","R"
"163","3580 Tyler St, Riverside, CA, 92503","Match","Exact","3580 TYLER ST, RIVERSIDE, CA, 92503","-117.458799472441,33.90864265854","194836148","L"
"164","1651 University Ave, Riverside, CA, 92507","Match","Exact","1651 UNIVERSITY AVE, RIVERSIDE, CA, 92507","-117.347410742379,33.97574539784","194746013","R"
"165","1095 N Garey Ave, Pomona, CA, 91767","Match","Exact","1095 N GAREY AVE, POMONA, CA, 91767","-117.752116165299,34.068626034205","141733675","L"
"166","102 Yale Ave, Claremont, CA, 91711","Match","Non_Exact","102 N YALE AVE, CLAREMONT, CA, 91711","-117.717830004969,34.094768898741","141734673","R"
"167","223 W Foothill Blvd, Claremont, CA, 91711","No_Match"
"168","358 W Foothill Blvd, Claremont, CA, 91711","Match","Exact","358 W FOOTHILL BLVD, CLAREMONT, CA, 91711","-117.719471786463,34.106928384004","241246365","L"
"169","390 W Foothill Blvd, Claremont, CA, 91711","Match","Exact","390 W FOOTHILL BLVD, CLAREMONT, CA, 91711","-117.720009519912,34.10692281256","241246365","L"
"60","296 W Highland Ave, San Bernardino, CA, 92405","Match","Exact","296 W HIGHLAND AVE, SAN BERNARDINO, CA, 92405","-117.289564764581,34.136026376283","144993858","R"
"61","811 W Foothill Blvd, Upland, CA, 91786","Match","Exact","811 W FOOTHILL BLVD, UPLAND, CA, 91786","-117.66110238935,34.107037400608","144670118","R"
"62","14245 Pipeline Ave, Chino, CA, 91710","Match","Exact","14245 PIPELINE AVE, CHINO, CA, 91710","-117.715076799031,33.99425958712","144732981","L"
"63","1551 S Grove Ave, Ontario, CA, 91761","Match","Exact","1551 S GROVE AVE, ONTARIO, CA, 91761","-117.628504661887,34.045797932524","614823185","L"
"64","8229 Rochester Ave, Rancho Cucamonga, CA, 91730","Match","Exact","8229 ROCHESTER AVE, RANCHO CUCAMONGA, CA, 91730","-117.545625604204,34.104159088748","144986400","L"
"65","300 N Mountain Ave, Upland, CA, 91786","Match","Exact","300 N MOUNTAIN AVE, UPLAND, CA, 91786","-117.670093646164,34.097226203407","144671986","R"
"66","870 N Mountain Ave, Upland, CA, 91786","Match","Exact","870 N MOUNTAIN AVE, UPLAND, CA, 91786","-117.670132241501,34.10463193395","638618450","R"
"67","2020 E Highland Ave, San Bernardino, CA, 92404","Match","Exact","2020 E HIGHLAND AVE, SAN BERNARDINO, CA, 92404","-117.243205401379,34.135922525217","144995216","L"
"68","8730 19th St, Rancho Cucamonga, CA, 91701","Match","Exact","8730 19TH ST, RANCHO CUCAMONGA, CA, 91701","-117.615488984133,34.132680172448","144634084","L"
"69","330 N D St, San Bernardino, CA, 92401","Match","Exact","330 N D ST, SAN BERNARDINO, CA, 92401","-117.291978300841,34.1051582893","144655449","L"
"170","269 W Bonita Ave, Claremont, CA, 91711","Match","Exact","269 W BONITA AVE, CLAREMONT, CA, 91711","-117.717280667992,34.096667698729","142791496","R"
"171","444 S Garey Ave, Pomona, CA, 91766","Match","Exact","444 S GAREY AVE, POMONA, CA, 91766","-117.749998383225,34.055614969586","141733924","L"
"172","339 Yale Ave, Claremont, CA, 91711","Match","Non_Exact","339 N YALE AVE, CLAREMONT, CA, 91711","-117.717947481364,34.097007251963","141734661","L"
"173","321 E Holt Ave, Pomona, CA, 91767","Match","Exact","321 E HOLT AVE, POMONA, CA, 91767","-117.745673671445,34.062547889883","625163052","L"
"174","203 Yale Ave, Claremont, CA, 91711","Match","Non_Exact","203 N YALE AVE, CLAREMONT, CA, 91711","-117.717959387859,34.095715161331","141734663","L"
"175","100 W 2nd St, Pomona, CA, 91766","Match","Exact","100 W 2ND ST, POMONA, CA, 91766","-117.750226705631,34.05778955348","141733879","L"
"176","400 N Indian Hill Blvd, Claremont, CA, 91711","Match","Exact","400 N INDIAN HILL BLVD, CLAREMONT, CA, 91711","-117.719254624435,34.098095010505","142791485","R"
"177","805 W Foothill Blvd, Claremont, CA, 91711","No_Match"
"178","101 W Mission Blvd, Ste 105, Pomona, CA, 91766","Match","Exact","101 W MISSION BLVD, POMONA, CA, 91766","-117.750119097923,34.055168664669","141733925","R"
"179","393 W Foothill Blvd, Claremont, CA, 91711","No_Match"
"70","101 E Foothill Blvd, Rialto, CA, 92376","Match","Exact","101 E FOOTHILL BLVD, RIALTO, CA, 92376","-117.370196758493,34.106715792787","145226430","R"
"71","315 W Highland Ave, San Bernardino, CA, 92405","Match","Exact","315 W HIGHLAND AVE, SAN BERNARDINO, CA, 92405","-117.290045074077,34.135911784926","144993881","L"
"72","31 W Foothill Blvd, Upland, CA, 91786","Match","Exact","31 W FOOTHILL BLVD, UPLAND, CA, 91786","-117.656468130629,34.107055400344","657833339","R"
"73","14518 Baseline Ave, Fontana, CA, 92336","Match","Exact","14518 BASELINE AVE, FONTANA, CA, 92336","-117.488068771225,34.121513702841","144991174","L"
"74","12193 Central Ave, Chino, CA, 91710","Match","Exact","12193 CENTRAL AVE, CHINO, CA, 91710","-117.689375228187,34.03241981292","144672987","L"
"75","16879 Sierra Lakes Pkwy, Fontana, CA, 92336","Match","Exact","16879 SIERRA LAKES PKWY, FONTANA, CA, 92336","-117.437036425422,34.139640363109","145000913","R"
"76","2633 E Riverside Dr, Ontario, CA, 91761","Match","Exact","2633 E RIVERSIDE DR, ONTARIO, CA, 91761","-117.594640113736,34.019226679909","145226000","L"
"77","1905 N Campus Ave, Upland, CA, 91784","Match","Exact","1905 N CAMPUS AVE, UPLAND, CA, 91784","-117.642990035203,34.131729126534","144674430","L"
"78","8108 Milliken Ave, Rancho Cucamonga, CA, 91730","Match","Exact","8108 MILLIKEN AVE, RANCHO CUCAMONGA, CA, 91730","-117.557060241827,34.106259409627","614821615","L"
"79","15320 Summit Ave, Fontana, CA, 92336","Match","Exact","15320 SUMMIT AVE, FONTANA, CA, 92336","-117.468962293478,34.150468896706","145229402","L"
"180","705 W Arrow Hwy, Claremont, CA, 91711","Match","Exact","705 W ARROW HWY, CLAREMONT, CA, 91711","-117.725762192239,34.09053691988","241164615","R"
"181","6365 Valley Springs Pkwy, Riverside, CA, 92507","Match","Exact","6365 VALLEY SPRINGS PKWY, RIVERSIDE, CA, 92507","-117.286736525513,33.935813516002","194855990","L"
"182","4190 E 4th St Ste A, Ontario, CA, 91764","Match","Non_Exact","4190 E 4TH ST, ONTARIO, CA, 91764","-117.561962346576,34.077239536705","614811196","R"
"183","1049 Harriman Pl, San Bernardino, CA, 92408","Match","Exact","1049 HARRIMAN PL, SAN BERNARDINO, CA, 92408","-117.266197287945,34.065711791595","144981541","R"
